inventory_id,store_id,product_id,product_name,category,date,current_stock,unit,reorder_point,max_capacity,days_on_hand,stock_status,unit_cost_sar
INV000965,S005,P005,Lettuce,RAW_MATERIAL,2024-12-12,408,kg,86,624,7.8,NORMAL,5
INV000966,S005,P006,Tomatoes,RAW_MATERIAL,2024-12-12,212,kg,60,432,5.9,NORMAL,4
INV000967,S005,P007,Cheese Slices,RAW_MATERIAL,2024-12-12,440,units,106,766,6.9,NORMAL,0.3
INV000968,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-12,366,liters,111,801,5.5,NORMAL,25
INV000969,S005,P009,Cooking Oil,RAW_MATERIAL,2024-12-12,403,liters,118,855,5.7,NORMAL,18
INV000970,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-12,513,liters,121,876,7.0,NORMAL,20
INV000971,S005,P011,Packaging Boxes,PACKAGING,2024-12-12,208,units,67,486,5.1,NORMAL,0.8
INV000972,S005,P012,Paper Cups,PACKAGING,2024-12-12,417,units,125,900,5.6,NORMAL,0.15
INV000973,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-12-12,234,units,56,405,6.9,NORMAL,0.1
INV000974,S005,P014,Napkins,PACKAGING,2024-12-12,390,packs,117,847,5.5,NORMAL,2.5
INV000975,S005,P015,Ketchup Sachets,CONDIMENTS,2024-12-12,237,units,79,574,5.0,NORMAL,0.05
INV000976,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-18,270,kg,102,554,4.4,NORMAL,15
INV000977,S001,P002,Chicken Breast,RAW_MATERIAL,2024-12-18,254,kg,110,595,3.8,NORMAL,12
INV000978,S001,P003,Burger Buns,RAW_MATERIAL,2024-12-18,146,units,67,364,3.6,NORMAL,0.5
INV000979,S001,P004,French Fries,RAW_MATERIAL,2024-12-18,429,kg,120,649,5.9,NORMAL,8
INV000980,S001,P005,Lettuce,RAW_MATERIAL,2024-12-18,192,kg,70,378,4.6,NORMAL,5
INV000981,S001,P006,Tomatoes,RAW_MATERIAL,2024-12-18,315,kg,110,598,4.7,NORMAL,4
INV000982,S001,P007,Cheese Slices,RAW_MATERIAL,2024-12-18,245,units,75,407,5.4,NORMAL,0.3
INV000983,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-18,227,liters,86,468,4.4,NORMAL,25
INV000984,S001,P009,Cooking Oil,RAW_MATERIAL,2024-12-18,199,liters,57,310,5.8,NORMAL,18
INV000985,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-18,189,liters,61,330,5.1,NORMAL,20
INV000986,S001,P011,Packaging Boxes,PACKAGING,2024-12-18,232,units,79,429,4.9,NORMAL,0.8
INV000987,S001,P012,Paper Cups,PACKAGING,2024-12-18,190,units,54,295,5.8,NORMAL,0.15
INV000988,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-12-18,199,units,72,390,4.6,NORMAL,0.1
INV000989,S001,P014,Napkins,PACKAGING,2024-12-18,254,packs,72,391,5.8,NORMAL,2.5
INV000990,S001,P015,Ketchup Sachets,CONDIMENTS,2024-12-18,195,units,54,294,6.0,NORMAL,0.05
INV000991,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-18,405,kg,100,664,6.7,NORMAL,15
INV000992,S002,P002,Chicken Breast,RAW_MATERIAL,2024-12-18,316,kg,73,486,7.1,NORMAL,12
INV000993,S002,P003,Burger Buns,RAW_MATERIAL,2024-12-18,363,units,87,574,7.0,NORMAL,0.5
INV000994,S002,P004,French Fries,RAW_MATERIAL,2024-12-18,161,kg,51,336,5.3,NORMAL,8
INV000995,S002,P005,Lettuce,RAW_MATERIAL,2024-12-18,271,kg,63,419,7.1,NORMAL,5
INV000996,S002,P006,Tomatoes,RAW_MATERIAL,2024-12-18,291,kg,92,612,5.2,NORMAL,4
INV000997,S002,P007,Cheese Slices,RAW_MATERIAL,2024-12-18,425,units,119,788,5.9,NORMAL,0.3
INV000998,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-18,277,liters,67,442,6.9,NORMAL,25
INV000999,S002,P009,Cooking Oil,RAW_MATERIAL,2024-12-18,342,liters,109,724,5.2,NORMAL,18
INV001000,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-18,207,liters,64,424,5.4,NORMAL,20
INV001001,S002,P011,Packaging Boxes,PACKAGING,2024-12-18,410,units,108,716,6.3,NORMAL,0.8
INV001002,S002,P012,Paper Cups,PACKAGING,2024-12-18,196,units,73,486,4.4,NORMAL,0.15
INV001003,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-12-18,374,units,93,613,6.7,NORMAL,0.1
INV001004,S002,P014,Napkins,PACKAGING,2024-12-18,468,packs,122,808,6.4,NORMAL,2.5
INV001005,S002,P015,Ketchup Sachets,CONDIMENTS,2024-12-18,219,units,74,491,4.9,NORMAL,0.05
INV001006,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-18,303,kg,101,488,5.0,NORMAL,15
INV001007,S003,P002,Chicken Breast,RAW_MATERIAL,2024-12-18,270,kg,115,555,3.9,NORMAL,12
INV001008,S003,P003,Burger Buns,RAW_MATERIAL,2024-12-18,281,units,101,486,4.6,NORMAL,0.5
INV001009,S003,P004,French Fries,RAW_MATERIAL,2024-12-18,233,kg,73,352,5.3,NORMAL,8
INV001010,S003,P005,Lettuce,RAW_MATERIAL,2024-12-18,259,kg,111,532,3.9,NORMAL,5
INV001011,S003,P006,Tomatoes,RAW_MATERIAL,2024-12-18,157,kg,81,392,3.2,NORMAL,4
INV001012,S003,P007,Cheese Slices,RAW_MATERIAL,2024-12-18,219,units,99,475,3.7,NORMAL,0.3
INV001013,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-18,263,liters,84,403,5.2,NORMAL,25
INV001014,S003,P009,Cooking Oil,RAW_MATERIAL,2024-12-18,235,liters,88,424,4.4,NORMAL,18
INV001015,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-18,238,liters,123,591,3.2,NORMAL,20
INV001016,S003,P011,Packaging Boxes,PACKAGING,2024-12-18,269,units,96,460,4.7,NORMAL,0.8
INV001017,S003,P012,Paper Cups,PACKAGING,2024-12-18,160,units,57,277,4.6,NORMAL,0.15
INV001018,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-12-18,253,units,109,525,3.9,NORMAL,0.1
INV001019,S003,P014,Napkins,PACKAGING,2024-12-18,284,packs,101,488,4.7,NORMAL,2.5
INV001020,S003,P015,Ketchup Sachets,CONDIMENTS,2024-12-18,251,units,89,430,4.7,NORMAL,0.05
INV001021,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-18,262,kg,87,526,5.0,NORMAL,15
INV001022,S004,P002,Chicken Breast,RAW_MATERIAL,2024-12-18,215,kg,78,469,4.6,NORMAL,12
INV001023,S004,P003,Burger Buns,RAW_MATERIAL,2024-12-18,212,units,67,402,5.3,NORMAL,0.5
INV001024,S004,P004,French Fries,RAW_MATERIAL,2024-12-18,388,kg,108,648,6.0,NORMAL,8
INV001025,S004,P005,Lettuce,RAW_MATERIAL,2024-12-18,299,kg,97,586,5.1,NORMAL,5
INV001026,S004,P006,Tomatoes,RAW_MATERIAL,2024-12-18,464,kg,120,721,6.4,NORMAL,4
INV001027,S004,P007,Cheese Slices,RAW_MATERIAL,2024-12-18,437,units,118,712,6.1,NORMAL,0.3
INV001028,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-18,281,liters,77,466,6.0,NORMAL,25
INV001029,S004,P009,Cooking Oil,RAW_MATERIAL,2024-12-18,195,liters,60,361,5.4,NORMAL,18
INV001030,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-18,414,liters,117,705,5.9,NORMAL,20
INV001031,S004,P011,Packaging Boxes,PACKAGING,2024-12-18,231,units,59,358,6.4,NORMAL,0.8
INV001032,S004,P012,Paper Cups,PACKAGING,2024-12-18,160,units,64,385,4.2,NORMAL,0.15
INV001033,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-12-18,461,units,120,720,6.4,NORMAL,0.1
INV001034,S004,P014,Napkins,PACKAGING,2024-12-18,251,packs,75,454,5.5,NORMAL,2.5
INV001035,S004,P015,Ketchup Sachets,CONDIMENTS,2024-12-18,183,units,69,414,4.4,NORMAL,0.05
INV001036,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-18,434,kg,116,838,6.2,NORMAL,15
INV001037,S005,P002,Chicken Breast,RAW_MATERIAL,2024-12-18,324,kg,76,549,7.1,NORMAL,12
INV001038,S005,P003,Burger Buns,RAW_MATERIAL,2024-12-18,343,units,112,810,5.1,NORMAL,0.5
INV001039,S005,P004,French Fries,RAW_MATERIAL,2024-12-18,430,kg,115,829,6.2,NORMAL,8
INV001040,S005,P005,Lettuce,RAW_MATERIAL,2024-12-18,213,kg,57,410,6.2,NORMAL,5
INV001041,S005,P006,Tomatoes,RAW_MATERIAL,2024-12-18,424,kg,115,831,6.1,NORMAL,4
INV001042,S005,P007,Cheese Slices,RAW_MATERIAL,2024-12-18,364,units,122,878,5.0,NORMAL,0.3
INV001043,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-18,454,liters,109,784,6.9,NORMAL,25
INV001044,S005,P009,Cooking Oil,RAW_MATERIAL,2024-12-18,380,liters,89,642,7.1,NORMAL,18
INV001045,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-18,338,liters,100,723,5.6,NORMAL,20
INV001046,S005,P011,Packaging Boxes,PACKAGING,2024-12-18,216,units,50,361,7.2,NORMAL,0.8
INV001047,S005,P012,Paper Cups,PACKAGING,2024-12-18,374,units,124,892,5.0,NORMAL,0.15
INV001048,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-12-18,368,units,104,748,5.9,NORMAL,0.1
INV001049,S005,P014,Napkins,PACKAGING,2024-12-18,227,packs,58,417,6.5,NORMAL,2.5
INV001050,S005,P015,Ketchup Sachets,CONDIMENTS,2024-12-18,268,units,57,414,7.8,NORMAL,0.05
INV001051,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-24,210,kg,58,317,6.0,NORMAL,15
INV001052,S001,P002,Chicken Breast,RAW_MATERIAL,2024-12-24,243,kg,110,595,3.7,NORMAL,12
INV001053,S001,P003,Burger Buns,RAW_MATERIAL,2024-12-24,247,units,102,552,4.0,NORMAL,0.5
INV001054,S001,P004,French Fries,RAW_MATERIAL,2024-12-24,219,kg,67,363,5.4,NORMAL,8
INV001055,S001,P005,Lettuce,RAW_MATERIAL,2024-12-24,280,kg,103,560,4.5,NORMAL,5
INV001056,S001,P006,Tomatoes,RAW_MATERIAL,2024-12-24,277,kg,98,533,4.7,NORMAL,4
INV001057,S001,P007,Cheese Slices,RAW_MATERIAL,2024-12-24,265,units,98,530,4.5,NORMAL,0.3
INV001058,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-24,279,liters,119,642,3.9,NORMAL,25
INV001059,S001,P009,Cooking Oil,RAW_MATERIAL,2024-12-24,220,liters,94,510,3.9,NORMAL,18
INV001060,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-24,323,liters,118,641,4.5,NORMAL,20
INV001061,S001,P011,Packaging Boxes,PACKAGING,2024-12-24,212,units,66,357,5.3,NORMAL,0.8
INV001062,S001,P012,Paper Cups,PACKAGING,2024-12-24,263,units,78,423,5.6,NORMAL,0.15
INV001063,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-12-24,188,units,52,284,5.9,NORMAL,0.1
INV001064,S001,P014,Napkins,PACKAGING,2024-12-24,341,packs,109,589,5.2,NORMAL,2.5
INV001065,S001,P015,Ketchup Sachets,CONDIMENTS,2024-12-24,331,units,119,645,4.6,NORMAL,0.05
INV001066,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-24,402,kg,98,650,6.8,NORMAL,15
INV001067,S002,P002,Chicken Breast,RAW_MATERIAL,2024-12-24,281,kg,81,537,5.7,NORMAL,12
INV001068,S002,P003,Burger Buns,RAW_MATERIAL,2024-12-24,217,units,69,460,5.2,NORMAL,0.5
INV001069,S002,P004,French Fries,RAW_MATERIAL,2024-12-24,173,kg,64,424,4.5,NORMAL,8
INV001070,S002,P005,Lettuce,RAW_MATERIAL,2024-12-24,385,kg,103,683,6.2,NORMAL,5
INV001071,S002,P006,Tomatoes,RAW_MATERIAL,2024-12-24,159,kg,52,343,5.1,NORMAL,4
INV001072,S002,P007,Cheese Slices,RAW_MATERIAL,2024-12-24,164,units,58,386,4.7,NORMAL,0.3
INV001073,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-24,185,liters,54,358,5.7,NORMAL,25
INV001074,S002,P009,Cooking Oil,RAW_MATERIAL,2024-12-24,171,liters,56,369,5.1,NORMAL,18
INV001075,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-24,185,liters,55,366,5.6,NORMAL,20
INV001076,S002,P011,Packaging Boxes,PACKAGING,2024-12-24,286,units,79,526,6.0,NORMAL,0.8
INV001077,S002,P012,Paper Cups,PACKAGING,2024-12-24,164,units,57,376,4.8,NORMAL,0.15
INV001078,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-12-24,265,units,87,574,5.1,NORMAL,0.1
INV001079,S002,P014,Napkins,PACKAGING,2024-12-24,395,packs,123,815,5.3,NORMAL,2.5
INV001080,S002,P015,Ketchup Sachets,CONDIMENTS,2024-12-24,278,units,91,600,5.1,NORMAL,0.05
INV001081,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-24,217,kg,68,327,5.3,NORMAL,15
INV001082,S003,P002,Chicken Breast,RAW_MATERIAL,2024-12-24,256,kg,116,559,3.7,NORMAL,12
INV001083,S003,P003,Burger Buns,RAW_MATERIAL,2024-12-24,200,units,88,423,3.8,NORMAL,0.5
INV001084,S003,P004,French Fries,RAW_MATERIAL,2024-12-24,380,kg,121,582,5.2,NORMAL,8
INV001085,S003,P005,Lettuce,RAW_MATERIAL,2024-12-24,196,kg,72,346,4.5,NORMAL,5
INV001086,S003,P006,Tomatoes,RAW_MATERIAL,2024-12-24,274,kg,104,501,4.4,NORMAL,4
INV001087,S003,P007,Cheese Slices,RAW_MATERIAL,2024-12-24,177,units,56,268,5.3,NORMAL,0.3
INV001088,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-24,288,liters,98,474,4.9,NORMAL,25
INV001089,S003,P009,Cooking Oil,RAW_MATERIAL,2024-12-24,255,liters,90,435,4.7,NORMAL,18
INV001090,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-24,215,liters,102,490,3.5,NORMAL,20
INV001091,S003,P011,Packaging Boxes,PACKAGING,2024-12-24,211,units,98,470,3.6,NORMAL,0.8
INV001092,S003,P012,Paper Cups,PACKAGING,2024-12-24,299,units,118,570,4.2,NORMAL,0.15
INV001093,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-12-24,181,units,78,378,3.8,NORMAL,0.1
INV001094,S003,P014,Napkins,PACKAGING,2024-12-24,201,packs,68,327,4.9,NORMAL,2.5
INV001095,S003,P015,Ketchup Sachets,CONDIMENTS,2024-12-24,151,units,57,274,4.4,NORMAL,0.05
INV001096,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-24,339,kg,103,619,5.5,NORMAL,15
INV001097,S004,P002,Chicken Breast,RAW_MATERIAL,2024-12-24,202,kg,67,402,5.0,NORMAL,12
INV001098,S004,P003,Burger Buns,RAW_MATERIAL,2024-12-24,224,units,82,495,4.5,NORMAL,0.5
INV001099,S004,P004,French Fries,RAW_MATERIAL,2024-12-24,232,kg,60,360,6.4,NORMAL,8
INV001100,S004,P005,Lettuce,RAW_MATERIAL,2024-12-24,247,kg,97,583,4.2,NORMAL,5
INV001101,S004,P006,Tomatoes,RAW_MATERIAL,2024-12-24,184,kg,74,445,4.1,NORMAL,4
INV001102,S004,P007,Cheese Slices,RAW_MATERIAL,2024-12-24,341,units,98,589,5.8,NORMAL,0.3
INV001103,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-24,208,liters,55,330,6.3,NORMAL,25
INV001104,S004,P009,Cooking Oil,RAW_MATERIAL,2024-12-24,272,liters,74,444,6.1,NORMAL,18
INV001105,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-24,444,liters,125,750,5.9,NORMAL,20
INV001106,S004,P011,Packaging Boxes,PACKAGING,2024-12-24,333,units,121,729,4.6,NORMAL,0.8
INV001107,S004,P012,Paper Cups,PACKAGING,2024-12-24,290,units,76,459,6.3,NORMAL,0.15
INV001108,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-12-24,266,units,92,555,4.8,NORMAL,0.1
INV001109,S004,P014,Napkins,PACKAGING,2024-12-24,141,packs,51,310,4.5,NORMAL,2.5
INV001110,S004,P015,Ketchup Sachets,CONDIMENTS,2024-12-24,292,units,74,445,6.6,NORMAL,0.05
INV001111,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-12-24,280,kg,65,468,7.2,NORMAL,15
INV001112,S005,P002,Chicken Breast,RAW_MATERIAL,2024-12-24,515,kg,111,801,7.7,NORMAL,12
INV001113,S005,P003,Burger Buns,RAW_MATERIAL,2024-12-24,276,units,76,547,6.1,NORMAL,0.5
INV001114,S005,P004,French Fries,RAW_MATERIAL,2024-12-24,317,kg,80,579,6.6,NORMAL,8
INV001115,S005,P005,Lettuce,RAW_MATERIAL,2024-12-24,310,kg,86,619,6.0,NORMAL,5
INV001116,S005,P006,Tomatoes,RAW_MATERIAL,2024-12-24,487,kg,118,851,6.9,NORMAL,4
INV001117,S005,P007,Cheese Slices,RAW_MATERIAL,2024-12-24,301,units,89,642,5.6,NORMAL,0.3
INV001118,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-12-24,528,liters,115,831,7.6,NORMAL,25
INV001119,S005,P009,Cooking Oil,RAW_MATERIAL,2024-12-24,336,liters,109,788,5.1,NORMAL,18
INV001120,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-12-24,477,liters,110,792,7.2,NORMAL,20
INV001121,S005,P011,Packaging Boxes,PACKAGING,2024-12-24,420,units,90,653,7.7,NORMAL,0.8
INV001122,S005,P012,Paper Cups,PACKAGING,2024-12-24,338,units,97,700,5.8,NORMAL,0.15
INV001123,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-12-24,220,units,55,401,6.6,NORMAL,0.1
INV001124,S005,P014,Napkins,PACKAGING,2024-12-24,336,packs,78,563,7.2,NORMAL,2.5
INV001125,S005,P015,Ketchup Sachets,CONDIMENTS,2024-12-24,175,units,52,374,5.6,NORMAL,0.05
